client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,11,13679.0,0.06352762877941132,0.829201340675354,70.79464793205261,64.62999999895692,5151.592448,42153.0,77819.0,38951.0,0.0,0.09999999999992686
2,11,3530.0,0.06357087939977646,0.845023512840271,70.48158645629883,56.25999999791384,5009.379328,1051.0,32644.0,38951.0,0.0,0.09999999999971573
3,11,20.0,0.05938616022467613,0.5761147737503052,80.0000011920929,13.679999999701977,4169.695232,32759.0,21817.0,38943.0,0.0,0.10937499994609373
4,11,9.0,0.06863930821418762,0.21814173460006714,100.0,43.8399999961257,4193.857536,21628.0,33578.0,38943.0,0.0,0.19999999985333333
5,11,1456.0,0.0626995638012886,0.7955668568611145,71.97802066802979,36.28999999910593,4921.106432,26287.0,43124.0,38951.0,0.0,0.0999999999993099
6,11,10385.0,0.0634772777557373,0.847809910774231,69.99518275260925,20.469999998807907,5358.46912,78214.0,75265.0,38951.0,0.0,0.09999999999990365
7,11,784.0,0.06492987275123596,0.6688321232795715,78.69898080825806,47.91000000014901,4882.317312,66619.0,62058.0,38951.0,0.0,0.0999999999987152
8,11,4435.0,0.06335093826055527,0.7570217251777649,72.71702289581299,65.39000000013039,5070.843904,34250.0,60421.0,38951.0,0.0,0.09999999999977405
9,11,9889.0,0.06286796927452087,0.8158951997756958,70.93740701675415,33.810000002384186,5379.244032,50575.0,50670.0,38949.0,0.0,0.09999999999989888
10,11,5813.0,0.06278534978628159,0.8641416430473328,68.86289119720459,76.20000000298023,5123.85024,73838.0,95665.0,38951.0,0.0,0.09999999999982771
