client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,8,45663.963075781634,-0.7463138280688802,3.546282012831506,297.5605370162632,745.2252817872138,15977.740827281485,546300.5834905149,714827.7173639113,129576.06192048098,-0.2650171951258533,-0.07720627990305441
2,8,11783.112177227653,-0.7461537752050365,5.485728791846728,251.73385270611305,641.3640678239572,15568.464911653957,22593.96478495817,269349.26819729334,129576.06192048098,-0.2650171951258533,-0.07720627991781827
3,8,65.52555254300611,-0.7616397100356196,2.585033321350591,346.6519353880865,137.31261412427997,13201.362756002829,667638.7979560521,268625.9845267602,129556.09978222242,-0.2650171951258533,0.5783890691951596
4,8,28.803771098125452,-0.7273975922858948,0.9236587789595413,385.53336870001,446.29972544229173,13254.187819863218,99396.30417472533,234864.71008331666,129556.09978222242,-0.2650171951258533,2.6423003618917855
5,8,4859.38720298379,-0.749378158015558,4.1528600410430165,284.5244155834706,400.4276893581447,15109.175149249026,283930.51765665726,314249.111166948,129576.06192048098,-0.2650171951258533,-0.07720627994619887
6,8,34667.45870492374,-0.7465001566225161,3.640108575225072,291.6010957065497,309.00818333499274,16629.25472920771,455844.4948759003,497858.6891744115,129576.06192048098,-0.2650171951258533,-0.07720627990467996
7,8,2616.0201910783535,-0.7411246964077972,4.5189849463798275,270.66204531201555,524.6283909126271,14966.348109900191,587972.9639371849,465985.98875958245,129576.06192048098,-0.2650171951258533,-0.07720627998778765
8,8,14804.313287011017,-0.7469676874428778,5.056315438313832,261.43715992366873,706.3855153130606,15593.392948849003,295289.6784701068,479061.35022577684,129576.06192048098,-0.2650171951258533,-0.07720627991374032
9,8,33011.64019613639,-0.7487549582082433,3.924669568557333,287.1060162747296,363.8598869327625,16523.26037082371,699431.1737552977,381843.9884208884,129576.06192048098,-0.2650171951258533,-0.07720627990500992
10,8,19404.55099892425,-0.7490606991569365,4.269063522756327,274.53431598873254,837.4021091246906,15850.432853666276,570261.0170260633,730105.0757826179,129576.06192048098,-0.2650171951258533,-0.07720627990998846
