client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,1,13679.0,0.06352762877941132,1.5093481540679932,44.564661383628845,95.19999999925494,3087.29856,63159.0,112414.0,38937.0,0.0,0.09999999999992686
2,1,3530.0,0.06357087939977646,2.4436964988708496,18.356940150260925,82.69999999925494,2932.023296,4056.0,46092.0,38937.0,0.0,0.09999999999971573
3,1,20.0,0.05938616022467613,3.218629837036133,0.0,16.850000001490116,2786.308096,75654.0,48306.0,38937.0,0.0,0.08641975304382715
4,1,9.0,0.06863930821418762,2.1998815536499023,0.0,59.87999999523163,2786.930688,14297.0,40256.0,38937.0,0.01,0.13888888878703703
5,1,1456.0,0.0626995638012886,2.6679465770721436,11.469779908657074,52.46000000461936,2916.360192,65002.0,54365.0,38937.0,0.0,0.0999999999993099
6,1,10385.0,0.0634772777557373,1.73796808719635,37.98748254776001,44.73999999463558,3043.098624,58502.0,55799.0,38937.0,0.0,0.09999999999990365
7,1,784.0,0.06492987275123596,3.4749650955200195,12.627550959587097,70.41000000014901,2890.928128,108582.0,91125.0,38937.0,0.0,0.09999999999871517
8,1,4435.0,0.06335093826055527,2.4891695976257324,22.367531061172485,83.42000000039116,2934.259712,59834.0,96658.0,38937.0,0.0,0.09999999999977405
9,1,9889.0,0.06286796927452087,2.082411050796509,28.577205538749695,36.44999999552965,3051.966464,73784.0,54675.0,38937.0,0.0,0.09999999999989888
10,1,5813.0,0.06278534978628159,2.667354106903076,16.893170773983,100.6600000038743,2958.630912,73411.0,111850.0,38937.0,0.0,0.09999999999982771
