client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label,p_select,mlp_label
1,42,0.013943057722308892,0.0,0.4574160717764425,0.37785288171482434,0.8947736002945146,0.7405849982942493,0.9735743229887329,0.9758216936338912,0.8,1.0,2025-08-21 11:21:15,0.07041666666666667,7,1,0.10062526,0
2,42,0.002047581903276131,0.15816424214466562,0.5662191670664976,0.580547144606588,0.872657432186617,0.2054626045081258,0.4868180470448705,0.7790877241506476,0.19999999999999996,1.0,2025-08-21 11:21:15,0.07833333333333334,4,0,0.99918944,1
3,42,0.3792901716068643,0.15400351310475657,0.3187090711485785,0.19199609722393313,0.8337795364579229,0.5270497436429888,0.8614350662186203,0.994514359470797,0.7,1.0,2025-08-21 11:21:15,0.10670299727520435,6,1,0.47189742,0
4,42,0.31318252730109203,0.16094748460928643,0.3158831688279663,0.2054619280551982,0.9142125480070922,0.5926012449507309,0.9967014232061673,0.8147789609551468,0.7,1.0,2025-08-21 11:21:19,0.10411575562700966,7,1,0.0012019234,0
5,42,0.09087363494539781,0.21864001470004618,0.5017508392724757,0.3792126255040776,0.6013269700595891,0.21261316048393875,0.9836306582328523,0.9228783478541465,0.19999999999999996,1.0,2025-08-21 11:21:16,0.10301075268817202,6,1,0.2640681,0
6,42,0.4581708268330733,0.09912634969912579,0.36438282742628614,0.24619803455037878,0.9833546734780569,0.5219090068576118,0.7448606443961256,0.9160558705573226,0.7,1.0,2025-08-21 11:21:15,0.10641891891891893,5,1,0.60069895,0
7,42,0.39752340093603744,0.14196207029036806,0.3577150693058363,0.23683023609562584,0.8562449074504346,0.4803974646118552,0.9949100612769322,1.0,0.6,1.0,2025-08-21 11:21:16,0.10797368421052632,6,1,0.047374446,0
8,42,0.01501560062402496,0.3391388224631433,0.5459168135474092,0.4888888975930596,0.727738330794973,0.3507554744705993,0.9565007906700929,0.4945719817452634,0.4,1.0,2025-08-21 11:21:23,0.08181818181818182,3,0,0.0001102586,0
9,42,0.16994929797191888,0.10222655113940769,0.3733228347451546,0.260760786736045,0.8465836340460063,0.5245937099828437,0.9429482111089148,0.8864380214815839,0.5,1.0,2025-08-21 11:21:16,0.10467455621301776,6,1,0.028156219,0
10,42,0.10676677067082684,0.20005636729891943,0.3455170972875361,0.24378739270939967,0.8551972994470332,0.526278447717508,0.9966396521051591,0.9916793435670492,0.6,1.0,2025-08-21 11:21:16,0.11323232323232325,6,1,0.12694153,0
11,42,0.0,1.0,1.0,1.0,0.9270166453349994,0.18474391492012654,1.0,0.995125155580141,0.7,1.0,2025-08-21 11:21:16,0.053497942386831275,7,1,0.9319729,1
12,42,0.12909516380655225,0.13763343865794875,0.4669447969152435,0.34529090546245683,0.07507857062844103,0.2114945341817589,0.9738584700533702,0.5519291937491357,0.30000000000000004,1.0,2025-08-21 11:21:23,0.0944055944055944,4,0,0.0006902003,0
13,42,1.0,0.1385564745938103,0.34735238640643873,0.2333759424250442,0.81445698986588,0.40253242162199576,0.9998270409171773,0.9997234130825612,0.7,1.0,2025-08-21 11:21:16,0.10903499469777307,6,1,0.005894323,0
14,42,0.2528276131045242,0.1027542450015828,0.274165477051841,0.15693006161834774,0.4225352113005857,0.5633216650103581,0.0,0.0,0.7,1.0,2025-08-21 11:21:23,0.11192307692307692,4,0,0.96635324,1
15,42,0.06825273010920437,0.06325087688414269,0.4201682771879971,0.2939786440124956,0.0,0.5667603593447941,0.13170834156948008,0.004229474945835032,0.6,1.0,2025-08-21 11:21:22,0.09075,3,0,0.7810682,1
16,42,0.045826833073322935,0.19500472654364423,0.38096949417434456,0.2911866942127557,1.0,0.6215025932353391,0.9725859853726033,0.9310030885539113,0.6,1.0,2025-08-21 11:21:16,0.10122448979591839,7,1,0.07452336,0
17,42,0.9827418096723869,0.09784180920183827,0.3084581126099928,0.19491064526824634,0.9657781398564333,0.3942471706788886,0.846424688673651,0.9647697413912322,0.8,0.0,2025-08-21 11:21:15,0.11265328874024527,5,1,9.112281e-05,0
18,42,0.31464508580343215,0.09205345298963111,0.5625619687791455,0.4596196438423073,0.8198114305697948,0.0,0.9098512551887725,0.8027013322269857,0.0,1.0,2025-08-21 11:21:18,0.09887537993920971,3,0,0.05567281,0
19,42,0.08239079563182528,0.12731171244796616,0.3199846737458788,0.204034813984582,0.04074030966787878,0.7304926405513776,0.5397805890492192,0.497925598119209,0.8,1.0,2025-08-21 11:21:23,0.09467391304347826,2,0,0.5632003,0
20,42,0.0019500780031201249,0.12966277706604906,0.0,0.0,0.7603305785032584,1.0,0.9735743229887329,0.8136956621951782,1.0,1.0,2025-08-21 11:21:18,0.07666666666666666,3,0,0.00065298856,0
