client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label
1,1,0.17749879285369385,0.37099064322361686,0.2243665373078657,0.12876127262059037,0.8777702762213466,0.9829674644845429,0.9376945784518684,0.9997347794427038,0.967741935483871,1.0,2025-08-20 13:08:41,0.13532846715328467,2,0
2,1,0.0834379526798648,0.37018561514813386,0.23108807124412367,0.1418036684492615,0.6197346405586487,0.98614137146983,0.972892259342224,0.9998605260082418,0.967741935483871,1.0,2025-08-20 13:08:41,0.13968253968253969,5,1
3,1,0.00019314340898116852,1.0,0.21121029390036083,0.24113475234643073,0.9771773270336604,0.9995016277258074,0.9573584334209817,0.9998730521354998,1.0,1.0,2025-08-20 13:08:36,0.0703125,7,1
4,1,0.0014485755673587638,0.1034464942367306,0.19582280300884092,0.10501029146473312,0.9819033081894288,1.0,0.959307413795477,0.9998411739570796,1.0,1.0,2025-08-20 13:08:38,0.0775,5,1
5,1,0.12312892322549493,0.45595743968087454,0.22481635065382077,0.14372827325106544,0.9458420172063062,0.9854937646067807,0.9264048490474384,0.9996786923057279,0.967741935483871,1.0,2025-08-20 13:08:40,0.1278217821782178,4,0
6,1,0.07368421052631578,0.43252529885765295,0.23237171085613129,0.14486657897276284,0.5815598673207358,0.9902399787192268,0.9603143542109579,0.9998272913962253,0.967741935483871,1.0,2025-08-20 13:08:40,0.1366666666666667,7,1
7,1,0.03042008691453404,0.4309667809957699,0.23447152096775015,0.13440894996532002,0.8126926350971121,0.989293902678464,0.9539678762407295,0.9997831655373263,0.967741935483871,1.0,2025-08-20 13:08:41,0.12259259259259257,5,1
8,1,0.095702559150169,0.4243175686296738,0.23697332672454563,0.14439349627548842,0.9350691284824499,0.988714777470248,0.5568665666281853,0.6475193057096627,0.967741935483871,1.0,2025-08-20 13:08:42,0.1228048780487805,6,1
9,1,0.13239980685659103,0.3769752693519847,0.21597759605848088,0.1173510832426341,0.9293597910002367,0.9855713507590775,0.041787043902208776,0.046030116644538155,0.967741935483871,1.0,2025-08-20 13:08:45,0.13598039215686275,3,0
10,1,0.0,0.0,0.2406927264485128,0.13563829718428322,0.977705697595991,0.9996833218273597,0.994376277113149,0.9948479151536067,1.0,1.0,2025-08-20 13:08:36,0.08,5,1
11,1,1.0,0.386290557412367,0.22399233314690215,0.13402962521527867,0.909942172777346,0.9713857520156566,0.0,0.0,0.967741935483871,1.0,2025-08-20 13:08:46,0.14900862068965515,2,0
12,1,0.17701593433124094,0.4243082917376383,0.23430885904544407,0.1461284346599354,0.9124519329550803,0.9831594506267061,0.9531762873398876,0.9997880383559643,0.967741935483871,0.9821428571428571,2025-08-20 13:08:41,0.13902255639097746,8,1
13,1,0.011685176243360695,0.4111577818951144,0.21486577321063793,0.17425066080879326,0.9427892094989434,0.9913376644351412,0.8966184895500432,0.9996779762997239,0.967741935483871,1.0,2025-08-20 13:08:41,0.10538461538461538,4,0
14,1,0.2915499758570739,0.3942908460267859,0.22878464764081408,0.13371657052589697,0.7369008131038606,0.9852202338351627,0.9458926861118924,0.999739596571986,0.967741935483871,1.0,2025-08-20 13:08:43,0.13986175115207375,4,0
15,1,0.003380009657170449,0.5044761004068941,0.2551198580811511,0.23404255422357528,0.5404497020584842,0.9915320256635991,0.9848506601163095,0.9998145067112436,0.967741935483871,1.0,2025-08-20 13:08:43,0.05666666666666667,6,1
16,1,0.05253500724287784,0.36238684124403114,0.2229012721725595,0.10269756578918435,0.9304165321248979,0.9881075470742103,0.9871762598063606,0.9998193357739591,0.967741935483871,1.0,2025-08-20 13:08:41,0.13333333333333333,4,0
17,1,0.7864799613713183,0.3960707208402803,0.22864454586451632,0.13763297992750445,0.9670795784808697,0.9780585569609029,0.9655122907697784,0.9999075835139458,1.0,0.1071428571428572,2025-08-20 13:08:38,0.14391534391534394,9,1
18,1,0.01361661033317238,0.3496031551740573,0.21541367414793322,0.11749559676395785,0.8200311151511249,0.9940622842629949,0.9236495296683587,0.9997682209008995,0.967741935483871,1.0,2025-08-20 13:08:41,0.11214285714285714,1,0
19,1,0.7737324963785611,0.3672139173995845,0.22806386732378148,0.13570588504656386,0.7938327413561121,0.9749570901076072,0.9262091643377892,0.9997713315492055,0.967741935483871,1.0,2025-08-20 13:08:42,0.14676416819012797,3,0
