client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,2,13679.0,0.06352762877941132,1.4759215116500854,48.015207052230835,66.42999999970198,3420.13952,60159.0,87925.0,38939.0,0.0,0.09999999999992686
2,2,3530.0,0.06357087939977646,2.44468092918396,21.24645859003067,59.58999999985099,3230.838784,876.0,29909.0,38939.0,0.0,0.09999999999971573
3,2,20.0,0.05938616022467613,2.395817279815674,5.000000074505806,15.660000003874302,2966.003712,33298.0,22320.0,38939.0,0.0,0.1428571427867347
4,2,9.0,0.06863930821418762,2.415652275085449,0.0,38.28000000119209,2969.481216,7448.0,28113.0,38937.0,0.0,0.10204081625170068
5,2,1456.0,0.0626995638012886,2.436948776245117,21.085165441036224,35.21999999880791,3180.42112,48113.0,35145.0,38939.0,0.0,0.09999999999930992
6,2,10385.0,0.0634772777557373,1.4840809106826782,45.74867486953735,37.53999999910593,3383.955456,524.0,33703.0,38939.0,0.0,0.09999999999990361
7,2,784.0,0.06492987275123596,2.293027639389038,18.494898080825806,47.899999998509884,3140.325376,46507.0,74545.0,38939.0,0.0,0.0999999999987152
8,2,4435.0,0.06335093826055527,2.207467794418335,24.80270564556122,59.829999999608845,3215.187968,30840.0,64131.0,38939.0,0.0,0.09999999999977405
9,2,9889.0,0.06286796927452087,1.9328076839447021,32.733339071273804,29.88000000268221,3339.984896,448.0,33485.0,38939.0,0.0,0.09999999999989889
10,2,5813.0,0.06278534978628159,2.069101333618164,29.089969396591187,73.92999999970198,3297.841152,60114.0,92245.0,38939.0,0.0,0.0999999999998277
