client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,4,45663.963075781634,-0.7463138280688802,4.995368150730134,253.94361404433786,773.4625493116852,13255.622114293312,907963.747853958,869835.4444444014,129556.09978222242,-0.2650171951258533,-0.07720627990305344
2,4,11783.112177227653,-0.7461537752050365,7.078065010747178,189.90081652879493,629.0305487063758,12715.079572423516,7925.666138542144,281982.62297593965,129556.09978222242,-0.2650171951258533,-0.0772062799178173
3,4,65.52555254300611,-0.7616397100356196,9.22881354422352,193.55627216836203,144.88582758995562,11341.800027385023,5024.244428262051,168105.6272931035,129549.44573613623,-0.2650171951258533,2.919801042551079
4,4,28.803771098125452,-0.7273975922858948,10.412308157553104,45.32080440764945,467.3965346299666,11388.84488469213,81798.13850714412,232180.5240171157,129549.44573613623,-0.2650171951258533,0.06550834950598472
5,4,4859.38720298379,-0.749378158015558,8.266364565484798,167.05895085572402,381.6028443149615,12430.687672824333,394231.9514987759,342095.5324824757,129556.09978222242,-0.2650171951258533,-0.0772062799461979
6,4,34667.45870492374,-0.7465001566225161,5.5686446861811625,236.55025602501283,350.5526689364167,13356.596442171982,10808.12430823217,280391.3989007667,129556.09978222242,-0.2650171951258533,-0.07720627990467704
7,4,2616.0201910783535,-0.7411246964077972,9.941010530494175,112.76818918982347,532.5261707652656,12359.28849609422,3753.687208727631,238794.5513598803,129556.09978222242,-0.2650171951258533,-0.07720627998778572
8,4,14804.313287011017,-0.7469676874428778,7.665438442833752,171.9813509295459,702.057964729579,12829.722726220985,307075.5189468328,496846.0920356651,129556.09978222242,-0.2650171951258533,-0.0772062799137413
9,4,33011.64019613639,-0.7487549582082433,6.154479677411757,215.97999455550098,365.91547343220765,13215.13198253174,37660.49778376558,292687.2212998308,129556.09978222242,-0.2650171951258533,-0.07720627990500992
10,4,19404.55099892425,-0.7490606991569365,7.2191515407835025,197.10421977453717,784.3896144619263,12973.051768620351,623577.0113950338,547596.4962514103,129556.09978222242,-0.2650171951258533,-0.07720627990998749
