client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,4,13679.0,0.06352762877941132,1.150331735610962,58.80546569824219,71.58000000193715,3785.940992,95759.0,108236.0,38941.0,0.0,0.09999999999992687
2,4,3530.0,0.06357087939977646,1.5431357622146606,44.16430592536926,58.230000000447035,3631.57504,836.0,35088.0,38941.0,0.0,0.09999999999971575
3,4,20.0,0.05938616022467613,1.9487745761871338,44.999998807907104,13.479999996721745,3239.399424,530.0,20918.0,38939.0,0.0,0.14285714278673467
4,4,9.0,0.06863930821418762,2.1719858646392822,11.11111119389534,43.29000000655651,3252.834304,8627.0,28891.0,38939.0,0.0,0.10204081625170068
5,4,1456.0,0.0626995638012886,1.7672532796859741,38.942307233810425,35.35999999940395,3550.359552,41578.0,42568.0,38941.0,0.0,0.0999999999993099
6,4,10385.0,0.0634772777557373,1.2584537267684937,54.829078912734985,32.49000000208616,3814.776832,1140.0,34890.0,38941.0,0.0,0.09999999999990365
7,4,784.0,0.06492987275123596,2.083097457885742,26.530611515045166,49.309999998658895,3529.969664,396.0,29714.0,38941.0,0.0,0.0999999999987152
8,4,4435.0,0.06335093826055527,1.6539164781570435,40.0676429271698,64.97999999998137,3664.314368,32386.0,61824.0,38941.0,0.0,0.09999999999977403
9,4,9889.0,0.06286796927452087,1.3689442873001099,50.12640357017517,33.90999999642372,3774.377984,3972.0,36420.0,38941.0,0.0,0.09999999999989889
10,4,5813.0,0.06278534978628159,1.5697451829910278,45.811113715171814,72.5899999961257,3705.245696,65766.0,68139.0,38941.0,0.0,0.09999999999982771
