client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label,p_select,mlp_label
1,22,0.1730749300445642,0.16721557271176576,0.20165075636143126,0.2795369569631829,0.962952824165533,0.6015211472357636,0.9718450062061422,0.9254163540885221,0.6666666666666667,1.0,2025-08-20 17:00:46,0.10430303030303029,8,1,0.02119884,0
2,22,0.685874183853249,0.5137958385998659,0.07405861742706943,0.05774618686728836,0.8969796514206944,0.7300247907204334,0.997271755293655,0.9352138034508627,0.8333333333333334,0.0,2025-08-20 17:00:46,0.11803539823008848,8,1,3.4196084e-05,0
3,22,0.760182402321484,0.19506439508576906,0.13811026311658403,0.13725112217786997,0.9452504790483397,0.6934742133869893,0.9964237873443856,0.9365941485371343,0.8333333333333334,0.14285714285714302,2025-08-20 17:00:46,0.11398148148148149,7,1,3.7661655e-06,0
4,22,0.053373406570629084,0.6505080595231728,0.4568281295090114,0.42914623600028967,0.287891230932266,0.12349474034715124,0.09795873222646889,0.08846211552888217,0.0,1.0,2025-08-20 17:00:54,0.09929824561403511,3,0,0.9984332,1
5,22,0.05119701523473935,0.0,0.002296225940346841,0.0,0.6826352769474211,0.4774213590025239,0.896781408609947,0.3508177044261065,0.5,1.0,2025-08-20 17:00:53,0.0956140350877193,0,0,1.6495942e-07,0
6,22,0.10840501606384081,0.22004901582629607,0.15278096782663952,0.13714923510141136,0.9913313258489663,1.0,0.9994838455960969,1.0,1.0,1.0,2025-08-20 17:00:46,0.10349056603773585,6,1,0.02203874,0
7,22,0.17120945175665872,0.5738253905145232,0.30210287344031994,0.27964878424222284,0.6692216442932312,0.13051979298428706,0.4825920782588391,0.18480120030007496,0.16666666666666663,1.0,2025-08-20 17:00:54,0.11278145695364238,5,1,0.03761225,0
8,22,0.41496528137630845,0.3200448619427135,0.1083444164261691,0.09621370583532493,0.7384797883189644,0.7479671000136033,0.5959739956495558,0.3792798199549887,0.8333333333333334,1.0,2025-08-20 17:00:54,0.11140109890109891,4,0,0.0017830932,0
9,22,0.030676754067779043,0.8468364220424872,0.6915600141100007,0.5331030046392345,0.6413906378069918,0.26266590595769146,0.9860146735323395,0.3885071267816954,0.16666666666666663,1.0,2025-08-20 17:00:55,0.08261904761904763,4,0,0.00025043878,0
10,22,0.46916778940822884,0.1809372348190578,0.2594678450182538,0.2542174859523637,0.8093804179362801,0.4822779849875032,0.9960673950178811,0.9297824456114029,0.5,1.0,2025-08-20 17:00:47,0.11084745762711865,7,1,0.009637269,0
11,22,0.10249766815214012,0.5032647546933994,0.49169372200414807,0.3943189612204297,0.8726161145549268,0.2309110437482107,0.9999262636565853,0.9986196549137284,0.16666666666666663,1.0,2025-08-20 17:00:46,0.10297029702970295,6,1,0.6361671,1
12,22,0.0,1.0,0.8080345366028406,0.8723514685229286,0.7541746509444668,0.08318190216497512,0.0,0.09539384846211552,0.0,1.0,2025-08-20 17:00:53,0.08994708994708993,3,0,0.9999951,1
13,22,0.008083739247590423,0.09455228058099917,1.0,1.0,0.8095629163013518,0.45313416835355924,1.0,0.9969692423105776,0.5,1.0,2025-08-20 17:00:45,0.07166666666666666,5,1,0.5903523,1
14,22,0.05451342107990465,0.41230063831346236,0.3494469216823881,0.2718297498903028,0.6928551875159995,0.6846035616610799,0.8749062933969105,0.35587396849212305,0.6666666666666667,1.0,2025-08-20 17:00:53,0.09779661016949152,5,1,9.180986e-06,0
15,22,0.1010467405948803,0.4571329104284189,0.11182744208309747,0.11802996545069588,0.6769778264404429,0.4667497761525856,0.7223089307001266,0.3013653413353339,0.5,1.0,2025-08-20 17:00:54,0.1026,1,0,0.000102493286,0
16,22,0.20572080008291013,0.1306000779347658,0.015188761875866486,0.05411091278040246,0.9578428688727455,0.7435937001926813,0.9955020830517015,0.9365041260315079,0.6666666666666667,1.0,2025-08-20 17:00:46,0.11065217391304348,7,1,0.0018617264,0
17,22,0.07057726189242408,0.40589376739438743,0.1617071476251719,0.10894142522624611,0.9697052650329063,0.7133616095085917,0.9891730469086037,0.8568792198049513,0.6666666666666667,1.0,2025-08-20 17:00:47,0.1109090909090909,7,1,0.01035622,0
18,22,0.5812001243652192,0.109524063843218,0.0,0.03735634632233805,1.0,0.7288025127760531,0.9922822627225916,0.9311627906976744,0.8333333333333334,0.0,2025-08-20 17:00:46,0.11161735700197237,7,1,5.5749234e-07,0
19,22,1.0,0.14995519739848298,0.18985627416779327,0.16607912969266314,0.6900264622285175,0.0,0.7292647257622494,0.0,0.33333333333333337,1.0,2025-08-20 17:00:55,0.11098398169336386,4,0,1.0611393e-08,0
20,22,0.03440771064359001,0.5649123431661661,0.1837468144358223,0.10394895847977381,0.0,0.6953340250099996,0.95788425851962,0.4509977494373594,0.6666666666666667,0.9285714285714286,2025-08-20 17:00:53,0.08906976744186046,3,0,0.00040067104,0
