client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,17,45663.963075781634,-0.7463138280688802,2.592690762176473,327.395261222173,761.0208414118839,21890.131955240744,478449.0352592589,656394.433270058,129615.98619699808,-0.2650171951258533,-0.07720627990305441
2,17,11783.112177227653,-0.7461537752050365,2.4263786057793597,331.03877587003564,631.8434566007527,21373.427386799118,2198.6768803422224,265170.29587865714,129609.3321509119,-0.2650171951258533,-0.0772062799178173
3,17,65.52555254300611,-0.7616397100356196,1.3889186261184092,368.52274814405206,140.341899542793,17368.059790149506,406074.6825972721,313148.1126906919,129576.06192048098,-0.2650171951258533,2.919801042551081
4,17,28.803771098125452,-0.7273975922858948,-0.6662363343982214,434.13516033991436,415.89868267645886,17384.7119484829,61336.47821046294,211960.72718309905,129576.06192048098,-0.2650171951258533,6.915810807048544
5,17,4859.38720298379,-0.749378158015558,1.7567573697382888,361.43274521145116,386.14677240242753,21059.030047722357,485010.42030342174,283541.7011102001,129609.3321509119,-0.2650171951258533,-0.07720627994619693
6,17,34667.45870492374,-0.7465001566225161,2.249404814066441,338.10155959883843,151.70171978160997,22994.811182355395,358618.42227063206,562359.5196155155,129609.3321509119,-0.2650171951258533,-0.07720627990467996
7,17,2616.0201910783535,-0.7411246964077972,1.4301194817415965,376.110570499373,512.1866830531294,20975.367653614932,1269.4633914289898,231963.53891595575,129609.3321509119,-0.2650171951258533,-0.07720627998778765
8,17,14804.313287011017,-0.7469676874428778,2.31706050018134,336.88772389843103,679.2301354243839,21525.59168288787,595548.8984029163,535557.8413796469,129609.3321509119,-0.2650171951258533,-0.0772062799137413
9,17,33011.64019613639,-0.7487549582082433,2.288287421353753,335.4964680046848,365.374529642019,22660.79269547494,9338.449912502057,267372.2928311693,129609.3321509119,-0.2650171951258533,-0.07720627990500992
10,17,19404.55099892425,-0.7490606991569365,2.162752796519312,341.5802207738898,761.6699739842924,22001.002914687066,664339.1418933806,617216.5677828437,129609.3321509119,-0.22463362253524707,-0.07720627990998652
