client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,22,45663.963075781634,-0.7463138280688802,1.9616307294887512,345.94204603845714,917.0290397801464,24760.355911080496,864508.7945918218,1076357.041837311,129635.94833525665,-0.22463362253524707,-0.07720627990305344
2,22,11783.112177227653,-0.7461537752050365,1.754433906884311,347.7671666548118,613.667744129978,25073.103811562647,28197.69102932266,277168.7683242799,129635.94833525665,-0.2650171951258533,-0.07720627991781633
3,22,65.52555254300611,-0.7616397100356196,0.8610499562895012,368.52274814405206,137.637180350029,19820.244291393847,487181.74570098426,228451.59487125571,129589.37001265335,-0.2650171951258533,0.5783890691951596
4,22,28.803771098125452,-0.7273975922858948,-0.713022136428965,434.13516033991436,476.26801324045914,19806.460721920634,74459.24829878859,221025.88252044833,129589.37001265335,-0.2650171951258533,6.915810807048544
5,22,4859.38720298379,-0.749378158015558,1.0964816562470556,379.7585695371334,396.9656488913593,24445.81514256072,405505.77637957013,415332.0223665749,129635.94833525665,-0.2650171951258533,-0.07720627994619693
6,22,34667.45870492374,-0.7465001566225161,1.636955238471354,356.9713247758986,166.52358040660533,26748.847366019516,288595.5486418135,363022.5400165692,129635.94833525665,-0.2650171951258533,-0.07720627990467704
7,22,2616.0201910783535,-0.7411246964077972,0.9230404635251278,382.24779701090534,546.9152764628991,24219.784683322094,740288.1219565948,438597.6471020591,129629.29428917046,-0.2650171951258533,-0.07720627998778765
8,22,14804.313287011017,-0.7469676874428778,1.6636235481738737,357.89555231942035,624.053865530334,25125.713731258522,297129.1419073432,526573.050894579,129629.29428917046,-0.2650171951258533,-0.07720627991374032
9,22,33011.64019613639,-0.7487549582082433,1.9875506768356916,341.9101884398553,373.48868697849025,26566.376428622865,691475.968477765,387357.0172873969,129629.29428917046,-0.22463362253524707,-0.07720627990501089
10,22,19404.55099892425,-0.7490606991569365,1.4518488527224125,360.09120868709465,933.5819206788378,25710.389512742335,298115.2460180266,528300.8952186306,129629.29428917046,-0.2650171951258533,-0.07720627990998749
