client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,6,45663.963075781634,-0.7463138280688802,4.643594231274599,265.0077250195898,737.760257023151,14766.43615223359,597492.661313398,735176.0979615784,129569.40787439479,-0.2650171951258533,-0.07720627990305344
2,6,11783.112177227653,-0.7461537752050365,5.093922542870097,247.14905940430347,601.117847447957,14107.535633992373,5327.6610777031065,273102.3067988378,129569.40787439479,-0.2650171951258533,-0.0772062799178173
3,6,65.52555254300611,-0.7616397100356196,4.322608090822672,302.91030987615545,132.55230843207082,12263.448942275289,281503.18446112884,215978.96979717232,129556.09978222242,-0.2650171951258533,0.5783890691951588
4,6,28.803771098125452,-0.7273975922858948,3.3568730175850834,385.53336870001,472.26502890287827,12314.653253429671,89924.01564998738,242732.4291216721,129556.09978222242,-0.2650171951258533,2.6423003618917855
5,6,4859.38720298379,-0.749378158015558,5.122049969547157,261.99267675827105,384.74031847539084,13790.585250830043,472930.6449475497,291425.49311901187,129569.40787439479,-0.2650171951258533,-0.0772062799461979
6,6,34667.45870492374,-0.7465001566225161,4.334215292087756,273.0682855006446,115.13391735622778,14847.12955687072,198471.321987525,429685.1849840446,129569.40787439479,-0.2650171951258533,-0.07720627990467704
7,6,2616.0201910783535,-0.7411246964077972,5.57485407113151,247.22902233346878,526.6839774926792,13753.035422650162,3715.760127547499,237629.26100179905,129569.40787439479,-0.2650171951258533,-0.07720627998778765
8,6,14804.313287011017,-0.7469676874428778,5.99100232267408,238.1608820152693,777.465533578735,14268.492154937605,305406.727374907,497448.82842777605,129569.40787439479,-0.2650171951258533,-0.0772062799137413
9,6,33011.64019613639,-0.7487549582082433,4.964565834282118,257.73555678340955,367.9710600122597,15040.902734376516,10428.853496430851,270852.09093495674,129562.7538283086,-0.2650171951258533,-0.07720627990501089
10,6,19404.55099892425,-0.7490606991569365,5.054301686232011,246.16585691921927,736.1374255719782,14363.571532708585,311456.096823138,527794.5966492573,129569.40787439479,-0.2650171951258533,-0.07720627990998749
