client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label,p_select,mlp_label
1,28,0.013943057722308892,0.0,0.44043990923340304,0.36657155844733047,0.39251134133662946,0.7690107553174539,0.5742189540094216,0.31637298551451687,0.7142857142857143,1.0,2025-08-21 11:14:56,0.0676,3,0,0.005123802,0
2,28,0.002047581903276131,0.15816424214466562,0.6450485705651249,0.7341739204285679,0.9672963640180919,0.29897040898363547,0.7172044246216196,0.9846240672226751,0.2857142857142857,1.0,2025-08-21 11:14:46,0.07833333333333332,5,1,0.9963159,1
3,28,0.3792901716068643,0.15400351310475657,0.30749052322164316,0.24045379117878599,0.9025661859772849,0.3937157528536972,0.9969917586721957,0.9443907945068037,0.5714285714285714,1.0,2025-08-21 11:14:47,0.10758241758241759,7,1,0.015965996,0
4,28,0.31318252730109203,0.16094748460928643,0.2642807870843833,0.198659273337414,0.9764371318399838,0.6637953711010585,0.9969917586721957,0.8872013544867373,0.7142857142857143,1.0,2025-08-21 11:14:48,0.10865771812080541,7,1,0.002517605,0
5,28,0.09087363494539781,0.21864001470004618,0.2906341963334269,0.18964408785218387,0.0,0.4531386039205225,0.3512644014330928,0.16616291465479405,0.5714285714285714,1.0,2025-08-21 11:14:54,0.11404761904761905,2,0,0.28614876,0
6,28,0.4581708268330733,0.09912634969912579,0.30792405660184363,0.22771429162345067,0.8142731396881786,0.5517777950672993,0.6534986473359308,0.5116824481093623,0.7142857142857143,1.0,2025-08-21 11:14:55,0.10887096774193546,2,0,0.0037226705,0
7,28,0.39752340093603744,0.14196207029036806,0.2656841611214885,0.17645310294966027,0.9314103866535335,0.5756299251981195,1.0,1.0,0.7142857142857143,0.0,2025-08-21 11:14:47,0.1108918918918919,7,1,4.0526385e-05,0
8,28,0.01501560062402496,0.3391388224631433,0.38847028226349123,0.34060345021053917,0.8481955447365477,0.4431539051472141,0.9662095114741427,0.5642064338120023,0.4285714285714286,1.0,2025-08-21 11:14:53,0.08181818181818182,4,0,0.00012851061,0
9,28,0.16994929797191888,0.10222655113940769,0.2988179198079395,0.21765092085849103,0.9119777913204553,0.646039649813088,0.7841169036004888,0.6852574151878097,0.5714285714285714,0.6000000000000001,2025-08-21 11:14:47,0.1072121212121212,4,0,0.001122899,0
10,28,0.10676677067082684,0.20005636729891943,0.2501784134605295,0.24009647528997813,0.8338411537755901,0.6248680130264195,0.7274616919268413,0.5053615100018812,0.7142857142857143,1.0,2025-08-21 11:14:49,0.10990196078431373,4,0,0.0024460591,0
11,28,0.0,1.0,1.0,1.0,0.7999864581296114,0.39113158684464977,0.22648505802354368,0.2215965385338935,0.8571428571428572,0.9,2025-08-21 11:14:52,0.04333333333333334,4,0,0.9998797,1
12,28,0.12909516380655225,0.13763343865794875,0.3435413711348865,0.22849559009706935,0.9280926264661022,0.2762001089239867,0.9790258729644756,0.9597165611086724,0.2857142857142857,1.0,2025-08-21 11:14:46,0.10465116279069767,5,1,0.089161195,0
13,28,1.0,0.1385564745938103,0.30330433475745866,0.2295332143160459,0.3787663349215141,0.3221297232812055,0.8331783949779082,0.3965636169812504,0.7142857142857143,1.0,2025-08-21 11:14:56,0.11067814854682455,5,1,2.7271985e-06,0
14,28,0.2528276131045242,0.1027542450015828,0.24834001019027818,0.17471074794752384,0.9578170492220837,0.6139255982483245,0.9107137261455863,0.9103906690913651,0.7142857142857143,1.0,2025-08-21 11:14:47,0.11288793103448276,6,1,0.02468546,0
15,28,0.06825273010920437,0.06325087688414269,0.34402382770554596,0.24162496881186746,0.8907170424507449,0.7209193332666451,0.9064624962135851,0.8375619238728287,0.7142857142857143,1.0,2025-08-21 11:14:47,0.0955263157894737,5,1,0.014121955,0
16,28,0.045826833073322935,0.19500472654364423,0.32617363852194414,0.20482363248564686,1.0,0.7214843301360068,0.9969604228250311,0.9454192011036558,0.7142857142857143,0.9,2025-08-21 11:14:46,0.10553191489361702,6,1,0.016747184,0
17,28,0.9827418096723869,0.09784180920183827,0.31109464890725524,0.22969427049252827,0.8987744599983447,0.3435255063668663,0.5423295068782185,0.7065404151251019,0.7142857142857143,1.0,2025-08-21 11:14:47,0.10995647442872686,6,1,0.5290574,0
18,28,0.31464508580343215,0.09205345298963111,0.49439127738230315,0.42153681915811625,0.7761527524230929,0.0,0.0,0.0,0.0,1.0,2025-08-21 11:14:55,0.10459807073954984,3,0,0.99884003,1
19,28,0.08239079563182528,0.12731171244796616,0.321254570105722,0.21595719074023795,0.899925519687639,0.8355673865282517,0.9969604228250311,0.949482661315608,0.8571428571428572,1.0,2025-08-21 11:14:46,0.09365591397849463,6,1,0.01871048,0
20,28,0.0019500780031201249,0.12966277706604906,0.0,0.0,0.7492721240567277,1.0,0.6270511923289845,0.3417821533830815,1.0,1.0,2025-08-21 11:14:54,0.06571428571428571,2,0,0.0002114853,0
