client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label,p_select,mlp_label
1,41,0.013943057722308892,0.0,0.4437367309846284,0.3972950832032767,0.8880471379963023,0.7428029251133945,0.9864057329238388,0.9059146911495904,0.8,1.0,2025-08-21 11:20:59,0.06760000000000001,7,1,0.019121438,0
2,41,0.002047581903276131,0.15816424214466562,0.6314426530504613,0.580547144606588,0.9384469697131255,0.19237955343788526,0.9967621360379021,0.9964559293418354,0.19999999999999996,1.0,2025-08-21 11:20:58,0.07833333333333332,6,1,0.52829194,0
3,41,0.3792901716068643,0.15400351310475657,0.3029924133354728,0.18780092630219997,0.868897306344093,0.5374274689779155,0.9701211818203461,0.8900082322901115,0.7,1.0,2025-08-21 11:20:59,0.10758241758241759,6,1,0.007241027,0
4,41,0.31318252730109203,0.16094748460928643,0.30742513375429925,0.18821141499329527,0.8978324915673297,0.6035993900329831,0.9662405066304788,0.6782011748454702,0.7,0.7083333333333333,2025-08-21 11:21:02,0.10445161290322581,5,1,1.5858965e-05,0
5,41,0.09087363494539781,0.21864001470004618,0.5342482507132442,0.3792126255040776,0.7716750842213606,0.19081200641147444,0.9916910696854987,0.9117889185003278,0.19999999999999996,0.9166666666666666,2025-08-21 11:20:59,0.10301075268817202,6,1,0.13808145,0
6,41,0.4581708268330733,0.09912634969912579,0.3567279267829522,0.2364626372057471,0.9813762626219044,0.5331279810189178,0.9903816394067091,0.9145376662155186,0.7,0.5416666666666666,2025-08-21 11:20:59,0.10407488986784141,6,1,0.00027761006,0
7,41,0.39752340093603744,0.14196207029036806,0.34605731135562257,0.20479782158978588,0.8873106060850579,0.4931780645727064,0.9391472037711592,0.9105889575688233,0.7,0.5833333333333333,2025-08-21 11:20:59,0.10769028871391077,5,1,0.0025264372,0
8,41,0.01501560062402496,0.3391388224631433,0.5948780756105649,0.4888888975930596,0.978745791241537,0.4162574236201446,0.44801561793205247,0.7843139990790997,0.4,1.0,2025-08-21 11:20:59,0.08181818181818182,4,0,0.99968433,1
9,41,0.16994929797191888,0.10222655113940769,0.378004765452543,0.27190508467406393,0.824179292917047,0.5337381916329285,0.9862390781610837,0.7152464803471514,0.5,1.0,2025-08-21 11:21:01,0.10405882352941177,6,1,0.00030816466,0
10,41,0.10676677067082684,0.20005636729891943,0.3416618788687821,0.2613737779589116,0.8851010101161421,0.5347442474556289,0.9467657072113896,0.8879850423474585,0.6,1.0,2025-08-21 11:20:59,0.10883495145631067,6,1,0.055421464,0
11,41,0.0,1.0,1.0,1.0,0.7381102693937636,0.18411308749518895,0.9239816203604505,0.4920537470873041,0.7,1.0,2025-08-21 11:21:03,0.053497942386831275,3,0,0.112727456,0
12,41,0.12909516380655225,0.13763343865794875,0.4122954057292242,0.284444378292747,0.17319023573198367,0.28542753718509006,0.0,0.0,0.30000000000000004,1.0,2025-08-21 11:21:06,0.09374999999999999,3,0,0.9966009,1
13,41,1.0,0.1385564745938103,0.33896226392739026,0.2148414771404214,0.7907196970011086,0.41689686588033537,0.9863105016308359,0.809331789197561,0.7,1.0,2025-08-21 11:21:00,0.11020364415862809,4,0,0.0001667475,0
14,41,0.2528276131045242,0.1027542450015828,0.26852802382949537,0.14563888079945023,0.9296085858766594,0.6285717417676376,0.24048282265552456,0.48107270926062873,0.7,0.75,2025-08-21 11:20:59,0.11097457627118644,4,0,0.9942579,1
15,41,0.06825273010920437,0.06325087688414269,0.3252508803153933,0.23061787360982697,0.0,0.62191788830588,0.17874913696640715,0.1639341974912445,0.7,1.0,2025-08-21 11:21:07,0.09189873417721518,1,0,0.8586313,1
16,41,0.045826833073322935,0.19500472654364423,0.4029703676290459,0.3243087838508735,0.9927398990446703,0.6112154518481709,0.9931195390805418,1.0,0.6,0.9583333333333334,2025-08-21 11:20:59,0.09920000000000001,7,1,0.15233684,0
17,41,0.9827418096723869,0.09784180920183827,0.2931705683767747,0.17084887925424233,0.8303872053731458,0.42339359924387465,0.9930957312572911,0.912807489988698,0.8,0.0,2025-08-21 11:20:59,0.11092206366630077,5,1,7.887133e-07,0
18,41,0.31464508580343215,0.09205345298963111,0.5296214920433056,0.40608670907730327,0.5630260942710513,0.0,0.5940766135752208,0.19539828935802095,0.0,1.0,2025-08-21 11:21:06,0.09798192771084338,3,0,0.00021107998,0
19,41,0.08239079563182528,0.12731171244796616,0.29776998778565644,0.18517309364136175,0.8270202020031399,0.7812876052948254,0.6566435730781135,0.8373494816447836,0.8,1.0,2025-08-21 11:20:59,0.0916842105263158,2,0,0.8746471,1
20,41,0.0019500780031201249,0.12966277706604906,0.0,0.0,1.0,1.0,1.0,0.9998186105568656,1.0,1.0,2025-08-21 11:20:58,0.07666666666666667,5,1,0.010392738,0
