143,0,7,0,1,0,1,0,1,1
0,125,0,0,0,0,1,0,4,0
6,0,109,4,4,1,6,0,1,0
1,0,9,114,6,9,3,0,3,0
7,0,8,3,118,3,4,1,1,0
1,0,7,37,3,99,2,1,0,1
0,0,4,8,1,0,138,0,0,0
0,0,6,4,5,6,1,115,0,5
0,0,2,0,1,0,0,0,168,0
3,3,0,0,0,0,0,0,3,127
