client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,9,45663.963075781634,-0.7463138280688802,3.240220455252145,307.92114629028663,794.9921134670254,16546.209081705227,684753.3933385866,895222.7012801163,129582.71596656716,-0.2650171951258533,-0.07720627990305441
2,9,11783.112177227653,-0.7461537752050365,3.6458932139736047,294.60808770927304,667.7621263731195,16144.750070721715,26927.133809788244,299196.77433462953,129582.71596656716,-0.2650171951258533,-0.07720627991781633
3,9,65.52555254300611,-0.7616397100356196,2.3482597520679565,346.6519353880865,136.988047817924,13790.513536108538,670151.4670842359,273399.6567522792,129562.7538283086,-0.2650171951258533,-1.0268752713854843
4,9,28.803771098125452,-0.7273975922858948,1.011616006189332,385.53336870001,480.5955638037891,13863.20357782574,90711.00258447512,229440.08255431775,129562.7538283086,-0.2650171951258533,2.6423003618917855
5,9,4859.38720298379,-0.749378158015558,3.4036270189561857,314.2663233473105,410.16467814578874,15789.260196222736,285893.2441077291,317865.5295196139,129576.06192048098,-0.2650171951258533,-0.0772062799461979
6,9,34667.45870492374,-0.7465001566225161,3.5211413989173606,297.9612120392213,254.6974235274116,17251.150451152484,500067.4715319341,559394.0565663294,129582.71596656716,-0.2650171951258533,-0.07720627990467996
7,9,2616.0201910783535,-0.7411246964077972,3.267331208914889,309.159124694446,554.9212450171506,15801.509070655748,759924.8682376081,434442.78423910734,129576.06192048098,-0.2650171951258533,-0.07720627998778572
8,9,14804.313287011017,-0.7469676874428778,4.2734279163925395,275.44235279896066,809.1648415750295,16183.504706222873,309303.73496616556,555440.1058340814,129576.06192048098,-0.2650171951258533,-0.07720627991374032
9,9,33011.64019613639,-0.7487549582082433,3.6740866912132977,295.7755934047484,385.4976398300191,17100.377420660923,1060259.942332778,556484.8489137405,129576.06192048098,-0.2650171951258533,-0.07720627990501089
10,9,19404.55099892425,-0.7490606991569365,3.877269599004303,290.56212514012066,809.5975966484915,16547.399546082204,386125.0378965227,579750.4736492246,129576.06192048098,-0.2650171951258533,-0.07720627990998749
