client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label,p_select,mlp_label
1,6,0.1730749300445642,0.16721557271176576,0.5172322236833578,0.4802719853727446,0.029149602528424023,0.5242036306860289,0.41703200156191755,0.49637970312114577,0.5,0.9411764705882353,2025-08-20 16:53:27,0.10367469879518072,3,0,0.9750954,1
2,6,0.685874183853249,0.5137958385998659,0.5689498012832443,0.3980293049061465,0.6225006022249014,0.48746117858698534,0.9845405654851707,0.9404210862341658,0.5,1.0,2025-08-20 16:53:20,0.10653354632587858,7,1,0.27690372,0
3,6,0.760182402321484,0.19506439508576906,0.44977515005676105,0.43047821266530073,0.7880028907513223,0.554893053724876,0.44731190429704837,0.7986563547455635,1.0,0.0,2025-08-20 16:53:20,0.10991071428571429,5,1,0.44146186,0
4,6,0.053373406570629084,0.6505080595231728,0.42137464746330344,0.6059537008310514,0.8205251745758939,0.4382789032137625,0.9972843932482561,0.99875212211791,0.0,0.9411764705882353,2025-08-20 16:53:19,0.0975862068965517,5,1,0.7001743,1
5,6,0.05119701523473935,0.0,0.23799911774359495,0.19579968392655506,0.09925319194229942,0.3492654338098441,0.02728031096359662,0.0,0.0,1.0,2025-08-20 16:53:28,0.10092592592592592,0,0,0.9880272,1
6,6,0.10840501606384081,0.22004901582629607,0.4293306349946372,0.43895172123802517,0.9881956155532282,0.9689654977343569,0.9965921797625176,0.9393183104313885,1.0,1.0,2025-08-20 16:53:19,0.10548076923076924,8,1,0.039215833,0
7,6,0.17120945175665872,0.5738253905145232,0.5353372958214061,0.25894055157729623,0.15755239699914747,0.2850806976257416,0.31942990007277117,0.3305715570904131,0.0,1.0,2025-08-20 16:53:27,0.11664383561643835,4,0,0.9702116,1
8,6,0.41496528137630845,0.3200448619427135,0.4487298225661115,0.3497586140644021,0.9024331485262855,0.8307188396286723,0.9988285617933654,0.9350087786757985,1.0,1.0,2025-08-20 16:53:20,0.11201657458563537,7,1,0.038213674,0
9,6,0.030676754067779043,0.8468364220424872,0.0,0.1915384209556534,0.97109130340665,0.6751390216721068,0.9989350561757867,0.9403050045707155,0.5,1.0,2025-08-20 16:53:19,0.08675000000000001,5,1,0.4238417,0
10,6,0.46916778940822884,0.1809372348190578,0.4523591996136468,0.29622288689862186,0.6022645145153247,0.7579354079571874,0.23906213947214283,0.6532640712741413,1.0,0.4117647058823529,2025-08-20 16:53:19,0.1133168316831683,5,1,0.99616134,1
11,6,0.10249766815214012,0.5032647546933994,0.4574478538381268,0.3073272895639068,0.7441580342603826,0.3632948843418885,0.674198186045686,0.6804562009373594,0.0,1.0,2025-08-20 16:53:19,0.10400000000000001,3,0,0.84736127,1
12,6,0.0,1.0,1.0,1.0,1.0,0.623320567287621,0.3980582524271845,0.9028541579000827,0.0,1.0,2025-08-20 16:53:19,0.08994708994708993,5,1,0.99999654,1
13,6,0.008083739247590423,0.09455228058099917,0.36805562814774184,0.0,0.4931341845299124,1.0,1.0,1.0,0.5,1.0,2025-08-20 16:53:19,0.07588235294117647,3,0,0.07417655,0
14,6,0.05451342107990465,0.41230063831346236,0.3792751281048835,0.4316467552470239,0.9730185497205645,0.6065700821967407,0.9817717115422161,0.983139138383853,0.5,1.0,2025-08-20 16:53:19,0.1012280701754386,6,1,0.40310213,0
15,6,0.1010467405948803,0.4571329104284189,0.6477016384463095,0.4455716252033534,0.9214647072560115,0.5687301650157548,0.9797838164036847,0.9227186325580046,0.5,1.0,2025-08-20 16:53:20,0.0996116504854369,5,1,0.30072084,0
16,6,0.20572080008291013,0.1306000779347658,0.6608633568810779,0.39464927186568377,0.963382317489127,0.4335213355131782,0.9523082657389823,0.9912648548253696,0.5,0.9411764705882353,2025-08-20 16:53:19,0.10335025380710659,5,1,0.24460146,0
17,6,0.07057726189242408,0.40589376739438743,0.3521039306404298,0.16662549076426125,0.970850397471576,0.8480802846620771,0.962638220833851,0.9342977784871658,0.5,1.0,2025-08-20 16:53:19,0.10608695652173913,6,1,0.1125915,0
18,6,0.5812001243652192,0.109524063843218,0.48319740591529914,0.3751822894930381,0.948446157535447,0.772751186563407,0.43879235370334213,0.9165082635634169,1.0,1.0,2025-08-20 16:53:20,0.10758555133079845,7,1,0.99945146,1
19,6,1.0,0.14995519739848298,0.4112297441665477,0.3574834758314842,0.0,0.0,0.0,0.03552098901577261,0.5,1.0,2025-08-20 16:53:29,0.10948081264108354,2,0,0.999522,1
20,6,0.03440771064359001,0.5649123431661661,0.14603015978875888,0.2553555904998433,0.6714044809068596,0.6493655633559803,0.9616620223283222,0.9325855739512747,0.5,1.0,2025-08-20 16:53:19,0.09820512820512821,4,0,0.41915712,0
