client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label
1,1,0.1730749300445642,0.16721557271176576,0.06778126725320643,0.05371363673722896,0.9506250206181652,0.9884524241731806,0.8816234359189516,0.9994274307350905,1.0,1.0,2025-08-20 16:51:11,0.10305389221556886,2,0
2,1,0.685874183853249,0.5137958385998659,0.06309504840830504,0.05636277094812662,0.9265477093554086,0.9790843365668015,0.2541292356672179,0.2876247056686758,1.0,1.0,2025-08-20 16:51:13,0.11078073089700996,5,1
3,1,0.760182402321484,0.19506439508576906,0.06619440250017761,0.056606353406522765,0.950189650053438,0.9779905327393,0.9465127471062958,0.9996758779371423,1.0,0.9583333333333334,2025-08-20 16:51:11,0.10926035502958581,6,1
4,1,0.053373406570629084,0.6505080595231728,0.06839831824035603,0.029162820935707157,0.926442164975662,0.998782664775225,0.9309799106591969,0.9995059588140773,1.0,1.0,2025-08-20 16:51:10,0.09758620689655173,4,0
5,1,0.05119701523473935,0.0,0.08766666027552217,0.06622489195754767,0.8543025825361429,0.9913093052199845,0.47118018707273135,0.9975025593396437,1.0,1.0,2025-08-20 16:52:03,0.09732142857142857,3,0
6,1,0.10840501606384081,0.22004901582629607,0.0645557777578879,0.05952270589267261,0.9627032553826181,0.9910895005271833,0.8861753128162096,0.9995828371928402,1.0,0.9583333333333334,2025-08-20 16:51:10,0.10754901960784313,7,1
7,1,0.17120945175665872,0.5738253905145232,0.04989331776527839,0.05299854467163956,0.9622678848228057,0.98749201105635,0.8628405809620179,0.9995499195090126,1.0,1.0,2025-08-20 16:51:11,0.10916666666666668,5,1
8,1,0.41496528137630845,0.3200448619427135,0.06730340994832895,0.058304906228818495,0.9608034565772807,0.9900281744379321,0.9512250425726203,0.9995189215830967,1.0,1.0,2025-08-20 16:51:11,0.11232686980609419,6,1
9,1,0.030676754067779043,0.8468364220424872,0.05471835179161644,0.034759497578959866,0.9629605198022032,0.9958242907963889,0.8677564846121573,0.9995482404546921,1.0,1.0,2025-08-20 16:51:10,0.09131578947368421,4,0
10,1,0.46916778940822884,0.1809372348190578,0.05737173727400635,0.0534413180168145,0.9084534450338604,0.982950927297423,0.990700350452874,0.9996913592876423,1.0,1.0,2025-08-20 16:51:11,0.11531486146095718,4,0
11,1,0.10249766815214012,0.5032647546933994,0.054892651426385775,0.05665217696432131,0.9348065569408832,0.9920470138459557,0.9014736913546731,0.9995291368086826,1.0,1.0,2025-08-20 16:51:10,0.10833333333333332,6,1
12,1,0.0,1.0,0.012568025619112744,0.08961103639151131,0.9723143903146867,1.0,0.9830156840000988,0.9996507860554444,1.0,1.0,2025-08-20 16:51:10,0.07285714285714287,6,1
13,1,0.008083739247590423,0.09455228058099917,0.05429272760204429,0.04185130455811539,0.8376595534097715,0.9969064954316581,0.9513978010316148,0.9995865651630972,1.0,1.0,2025-08-20 16:51:09,0.086,3,0
