client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean,classification_score,class_label
1,12,13679.0,0.06352762877941132,0.8007855415344238,71.53300642967224,71.16999999806285,5276.389376,130351.0,113840.0,38951.0,0.0,0.09999999999992686,8,1
2,12,3530.0,0.06357087939977646,0.8099018931388855,71.81302905082703,63.30000000074506,5123.44064,51441.0,50897.0,38951.0,0.0,0.09999999999971575,5,0
3,12,20.0,0.05938616022467613,0.5462554693222046,89.99999761581421,13.100000001490116,4335.931392,2598.0,21638.0,38945.0,0.0,0.10937499994609373,2,0
4,12,9.0,0.06863930821418762,0.14751560986042023,100.0,44.11999999731779,4354.322432,8603.0,27956.0,38945.0,0.0,0.19999999985333333,3,0
5,12,1456.0,0.0626995638012886,0.7237920165061951,74.24450516700745,37.33000000566244,5018.939392,461.0,33182.0,38951.0,0.0,0.0999999999993099,1,0
6,12,10385.0,0.0634772777557373,0.7732378244400024,72.7491557598114,15.200000002980232,5496.29952,85954.0,89087.0,38951.0,0.0,0.09999999999990364,7,1
7,12,784.0,0.06492987275123596,0.6404041647911072,78.69898080825806,50.79000000283122,5004.374016,3033.0,30456.0,38951.0,0.0,0.0999999999987152,3,0
8,12,4435.0,0.06335093826055527,0.7877391576766968,71.77001237869263,68.55999999959022,5144.76032,57576.0,68999.0,38951.0,0.0,0.09999999999977405,6,1
9,12,9889.0,0.06286796927452087,0.7552079558372498,73.1519877910614,36.83000000566244,5430.1696,19189.0,41023.0,38951.0,0.0,0.09999999999989884,4,0
10,12,5813.0,0.06278534978628159,0.7030144333839417,75.43436884880066,83.39999999850988,5244.203008,114717.0,89202.0,38951.0,0.01,0.0999999999998277,7,1
