client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label,p_select,mlp_label
1,18,0.1730749300445642,0.16721557271176576,0.2370242993214584,0.16076795057782098,0.9824773412837585,0.6192086449079097,0.9942702895413685,1.0,0.6,0.7333333333333334,2025-08-20 16:59:30,0.10623456790123456,6,1,0.009517566,0
2,18,0.685874183853249,0.5137958385998659,0.1770059048280649,0.12419441150370494,0.9634009494832892,0.7837107693588714,1.0,0.942499047296439,0.8,1.0,2025-08-20 16:59:31,0.11478485370051636,7,1,0.015316037,0
3,18,0.760182402321484,0.19506439508576906,0.10287634106130306,0.06700503730582537,0.9648683642309875,0.8882888050570492,0.993633655045965,0.9435717209354844,1.0,0.4666666666666667,2025-08-20 16:59:31,0.11259146341463414,7,1,2.2452774e-05,0
4,18,0.053373406570629084,0.6505080595231728,0.5288448649521302,0.29554562265564344,0.946223564953245,0.3410524416730081,0.986528814077262,0.9442209707696433,0.19999999999999996,1.0,2025-08-20 16:59:30,0.10679245283018866,5,1,0.5719894,1
5,18,0.05119701523473935,0.0,0.21007734493099617,0.13387891885620412,0.9931808372011546,0.5313486620700503,0.9364384119789146,0.9248281605058503,0.4,1.0,2025-08-20 16:59:31,0.10686274509803921,1,0,0.014923627,0
6,18,0.10840501606384081,0.22004901582629607,0.3054728509997109,0.20668633722751026,0.999482088855358,1.0,0.9615218110978125,0.9364158586329057,0.8,1.0,2025-08-20 16:59:31,0.1097,7,1,0.024126258,0
7,18,0.17120945175665872,0.5738253905145232,0.44000508783859815,0.25639352779976554,0.9643504531185018,0.2526882342192732,0.9936845858055973,0.938603548291485,0.0,1.0,2025-08-20 16:59:32,0.11278145695364239,8,1,0.35554263,0
8,18,0.41496528137630845,0.3200448619427135,0.1643692303176475,0.1229328780995531,1.0,0.9090938528543046,0.9934299320074359,0.944108057755007,0.8,1.0,2025-08-20 16:59:31,0.11263888888888887,7,1,0.0060085263,0
9,18,0.030676754067779043,0.8468364220424872,0.5410446702444609,0.1794509197927907,0.7149762624249767,0.4963235549223195,0.140823550383254,0.5015737251414941,0.4,1.0,2025-08-20 16:59:38,0.09378378378378377,2,0,0.9999682,1
10,18,0.46916778940822884,0.1809372348190578,0.38979496988880136,0.33476707872834405,0.04428139841326306,0.3995679396410754,0.6116529578038656,0.3192897771379374,0.4,1.0,2025-08-20 16:59:40,0.11589873417721519,4,0,0.011522555,0
11,18,0.10249766815214012,0.5032647546933994,0.5685816182262033,0.31965221865514065,0.5043590850627717,0.2870911559464966,0.11989100817438691,0.4954199658438131,0.19999999999999996,1.0,2025-08-20 16:59:38,0.10947368421052632,3,0,0.99998796,1
12,18,0.0,1.0,0.6996328439550117,0.6784014635637121,0.7798014673783686,0.2147488013100588,0.02220581119967402,0.0,0.0,1.0,2025-08-20 16:59:38,0.07285714285714284,3,0,0.9999654,1
13,18,0.008083739247590423,0.09455228058099917,1.0,1.0,0.0,0.49820167596860887,0.0,0.321590379811153,0.4,1.0,2025-08-20 16:59:37,0.07588235294117647,2,0,0.99999976,1
14,18,0.05451342107990465,0.41230063831346236,0.2547845251432178,0.21488693491101377,0.9996547259223297,0.8562520382933155,0.9639919529399781,0.9270864207985773,0.8,0.9333333333333333,2025-08-20 16:59:30,0.09779661016949154,7,1,0.09480741,0
15,18,0.1010467405948803,0.4571329104284189,0.4396462484528568,0.3452179224339818,0.987224859729129,0.5101735411602254,0.9953143701138303,0.9427813298330299,0.4,1.0,2025-08-20 16:59:31,0.10799999999999997,6,1,0.22164021,0
16,18,0.20572080008291013,0.1306000779347658,0.0,0.07213776735070838,0.6999568407336589,0.7188623952519622,0.9726756474572819,0.5084331907806523,0.6,1.0,2025-08-20 16:59:39,0.11311111111111112,5,1,4.8225735e-07,0
17,18,0.07057726189242408,0.40589376739438743,0.1242440401352195,0.0,0.8119982736600233,0.7384438888207852,0.15684127428760597,0.4984968454926536,0.6,1.0,2025-08-20 16:59:38,0.11619047619047616,4,0,0.99978775,1
18,18,0.5812001243652192,0.109524063843218,0.15457660866204526,0.08329399361288285,0.9984462667027376,0.7482647040455934,0.8501617051618324,0.8625566329339036,0.8,0.0,2025-08-20 16:59:31,0.11596311475409837,5,1,7.4206437e-06,0
19,18,1.0,0.14995519739848298,0.3843641914005743,0.2570955473882139,0.9672852826701718,0.0,0.9796531615269042,0.8840242198416395,0.19999999999999996,1.0,2025-08-20 16:59:33,0.11721611721611719,6,1,0.0017003629,0
20,18,0.03440771064359001,0.5649123431661661,0.1774139103464133,0.2664277838334557,0.8938282261528586,0.9767085234776698,0.8386513534849372,0.9706002738140604,0.8,0.9333333333333333,2025-08-20 16:59:30,0.09119047619047618,5,1,0.8358694,1
