client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,10,45663.963075781634,-0.7463138280688802,3.3252332179266433,303.1565341679837,726.0758704376747,17255.467677387067,848863.8736050174,800110.8986050022,129582.71596656716,-0.2650171951258533,-0.07720627990305441
2,10,11783.112177227653,-0.7461537752050365,3.1887977220064756,310.8407969781408,632.3844003909413,16807.680956311495,9291.041061026894,262028.0301544519,129582.71596656716,-0.2650171951258533,-0.0772062799178173
3,10,65.52555254300611,-0.7616397100356196,2.03133840748489,368.52274814405206,151.70171978160997,14026.340226304712,9063.478573946102,199359.51834536533,129562.7538283086,-0.2650171951258533,0.5783890691951588
4,10,28.803771098125452,-0.7273975922858948,-0.055248325021025134,434.13516033991436,474.53699304736995,14108.109351764411,373599.6193367842,310857.71440067014,129562.7538283086,-0.2650171951258533,6.915810807048544
5,10,4859.38720298379,-0.749378158015558,3.6440191477706545,295.0392148682811,380.08820164600843,16441.476902419712,3156.335680140553,230042.81894642874,129582.71596656716,-0.2650171951258533,-0.0772062799461979
6,10,34667.45870492374,-0.7465001566225161,3.662189057091466,296.5712597471896,144.88582767056255,17881.867083842335,487181.74570098426,423247.9603162992,129582.71596656716,-0.2650171951258533,-0.07720627990467802
7,10,2616.0201910783535,-0.7411246964077972,3.585526160040601,294.65295768028494,507.4263774012237,16328.095927720722,28292.508732272992,268457.2183369691,129582.71596656716,-0.2650171951258533,-0.07720627998778765
8,10,14804.313287011017,-0.7469676874428778,3.3224436087574287,303.8472866444447,741.7632412952388,16784.617501875575,714516.6702946952,662092.3012968139,129582.71596656716,-0.2650171951258533,-0.07720627991374032
9,10,33011.64019613639,-0.7487549582082433,3.942426424838135,291.1754176027081,365.8072846902913,17863.407714527017,359585.5628407254,322140.9396609879,129582.71596656716,-0.22463362253524707,-0.07720627990501283
10,10,19404.55099892425,-0.7490606991569365,3.190914500324749,311.4058040332245,861.4200148277483,17350.288882160632,1019611.5930779715,683903.3222060036,129582.71596656716,-0.2650171951258533,-0.07720627990998749
