client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,18,45663.963075781634,-0.7463138280688802,2.0367845766038513,343.86350524881044,753.1230615592455,22578.32076574449,893371.3033699023,864893.0060290913,129615.98619699808,-0.2650171951258533,-0.07720627990305441
2,18,11783.112177227653,-0.7461537752050365,2.226723872539743,338.3496871491698,626.4340183361351,22256.23560852242,14202.598073853978,247715.04996312293,129615.98619699808,-0.22463362253524707,-0.07720627991781633
3,18,65.52555254300611,-0.7616397100356196,0.941513762990093,346.6519353880865,142.7220522679872,17968.039493202425,3886.431992858093,167615.40169418656,129576.06192048098,-0.2650171951258533,0.5783890691951596
4,18,28.803771098125452,-0.7273975922858948,-0.7157765476009863,434.13516033991436,480.70375270691926,17964.668901291705,350729.5893851646,484831.54661958606,129576.06192048098,-0.2650171951258533,6.915810807048544
5,18,4859.38720298379,-0.749378158015558,1.6511589537201545,357.827660742131,384.63212973347447,21882.51585181694,4597.564764985566,267918.7738266833,129615.98619699808,-0.2650171951258533,-0.0772062799461979
6,18,34667.45870492374,-0.7465001566225161,2.0543328521605475,342.22933621159075,187.8367670781129,23924.649918441504,670454.8837336769,812696.0344722797,129615.98619699808,-0.2650171951258533,-0.07720627990467996
7,18,2616.0201910783535,-0.7411246964077972,1.0956345340789262,376.66848596113,512.2948718353492,21729.232806072716,11509.775310064611,274299.7430978316,129615.98619699808,-0.2650171951258533,-0.07720627998778765
8,18,14804.313287011017,-0.7469676874428778,1.900033681346324,349.70940284919396,699.894189442876,22445.69155979363,323042.8201236683,527240.0791685153,129615.98619699808,-0.2650171951258533,-0.07720627991374032
9,18,33011.64019613639,-0.7487549582082433,2.5216367904156516,332.04632963514604,364.725397109914,23558.93352465595,10789.160767642104,273279.109473857,129609.3321509119,-0.2650171951258533,-0.07720627990501089
10,18,19404.55099892425,-0.7490606991569365,2.460804222230212,332.4752145992052,953.9214084312775,22961.36343624559,619243.8423702037,536932.0803536599,129615.98619699808,-0.2650171951258533,-0.07720627990998846
