cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,client_rank,round,timestamp
42.439999997615814,2938.376192,72662,93702,38937.0,0.0,1,1,2025-08-10 13:00:48
138.19999999552965,3052.261376,43634,62841,38937.0,0.0,2,1,2025-08-10 13:00:49
129.97999999998137,2923.446272,59942,56906,38937.0,0.0,3,1,2025-08-10 13:00:48
113.5800000000745,2993.610752,5384,42594,38937.0,0.0,4,1,2025-08-10 13:00:49
57.32000000029802,2941.5424,78227,64633,38937.0,0.0,5,1,2025-08-10 13:00:49
92.5599999986589,2912.68608,124161,110309,38937.0,0.0,6,1,2025-08-10 13:00:49
55.22000000067055,2930.597888,66885,69832,38937.0,0.0,7,1,2025-08-10 13:00:48
25.140000000596046,2767.269888,10593,36045,38937.0,0.0,8,1,2025-08-10 13:00:44
58.29000000283122,2878.517248,15635,46650,38937.0,0.0,9,1,2025-08-10 13:00:48
42.4300000006333,3006.877696,81545,82813,38937.0,0.0,10,1,2025-08-10 13:00:48
27.690000005066395,3209.437184,81932,79864,38939.0,0.01,1,2,2025-08-10 13:01:04
100.79000000283122,3350.757376,71918,83485,38939.0,0.01,2,2,2025-08-10 13:01:04
96.8800000003539,3193.99936,41202,65058,38939.0,0.0,3,2,2025-08-10 13:01:04
81.09999999962747,3280.900096,40638,51082,38939.0,0.0,4,2,2025-08-10 13:01:04
41.10999999567866,3233.452032,13085,34005,38939.0,0.0,5,2,2025-08-10 13:01:04
65.57999999821186,3153.014784,27365,47186,38939.0,0.0,6,2,2025-08-10 13:01:04
42.419999999925494,3218.120704,31811,62422,38939.0,0.0,7,2,2025-08-10 13:01:03
19.200000001117587,2936.369152,4161,24774,38939.0,0.0,8,2,2025-08-10 13:01:01
40.46000000089407,3143.774208,74862,56622,38939.0,0.01,9,2,2025-08-10 13:01:04
30.070000000298023,3340.521472,2062,33761,38939.0,0.0,10,2,2025-08-10 13:01:03
30.200000002980232,3443.458048,56834,73406,38941.0,0.0,1,3,2025-08-10 13:01:18
114.16999999806285,3511.484416,1859,43259,38941.0,0.0,2,3,2025-08-10 13:01:19
109.71999999973923,3376.361472,31519,37142,38941.0,0.0,3,3,2025-08-10 13:01:18
93.67000000178814,3507.421184,31624,47025,38941.0,0.0,4,3,2025-08-10 13:01:18
48.21999999880791,3449.09824,91681,50508,38941.0,0.0,5,3,2025-08-10 13:01:18
75.98000000044703,3345.764352,87193,71896,38941.0,0.0,6,3,2025-08-10 13:01:18
48.21999999880791,3394.56,35933,40259,38941.0,0.0,7,3,2025-08-10 13:01:18
21.16000000014901,3039.15008,7639,26801,38939.0,0.0,8,3,2025-08-10 13:01:15
46.33000000193715,3300.458496,29983,64667,38941.0,0.0,9,3,2025-08-10 13:01:18
34.93999999947846,3501.699072,2432,37745,38941.0,0.0,10,3,2025-08-10 13:01:18
21.359999999403954,3634.520064,77271,57540,38941.0,0.0,1,4,2025-08-10 13:01:30
116.85000000149012,3702.00576,2519,38863,38941.0,0.0,2,4,2025-08-10 13:01:31
94.36000000033528,3577.97888,835,35176,38941.0,0.0,3,4,2025-08-10 13:01:30
82.11999999918044,3706.548224,75955,87445,38941.0,0.01,4,4,2025-08-10 13:01:30
41.87000000104308,3683.47136,2277,39096,38941.0,0.0,5,4,2025-08-10 13:01:30
65.70000000111759,3568.369664,17376,53006,38941.0,0.0,6,4,2025-08-10 13:01:30
41.72000000067055,3614.621696,2438,36008,38941.0,0.0,7,4,2025-08-10 13:01:30
20.019999999552965,3199.459328,336465,70522,38939.0,0.0,8,4,2025-08-10 13:01:27
40.32000000029802,3526.795264,104973,65447,38941.0,0.0,9,4,2025-08-10 13:01:30
30.31000000052154,3723.399168,64958,50259,38941.0,0.0,10,4,2025-08-10 13:01:30
22.87999999523163,3850.858496,68441,69137,38943.0,0.0,1,5,2025-08-10 13:02:02
93.0599999986589,3910.176768,41879,71841,38943.0,0.0,2,5,2025-08-10 13:02:03
98.4499999997206,3757.150208,28992,62095,38943.0,0.0,3,5,2025-08-10 13:02:02
85.43999999947846,3950.61248,42259,57341,38943.0,0.0,4,5,2025-08-10 13:02:02
40.99000000208616,3869.155328,27772,42510,38943.0,0.0,5,5,2025-08-10 13:02:03
