client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,15,45663.963075781634,-0.7463138280688802,2.5421943169646735,328.6423648383336,719.47635581046,20556.582365915874,496151.50040008547,1025060.1566260515,129602.67810482571,-0.2650171951258533,-0.07720627990305441
2,15,11783.112177227653,-0.7461537752050365,2.895443470996157,317.40823812748107,663.8673308983654,20044.639654982166,32853.24024418386,519227.70339605317,129602.67810482571,-0.2650171951258533,-0.0772062799178173
3,15,65.52555254300611,-0.7616397100356196,1.3020351155706629,368.52274814405206,150.9443984269817,16674.879635029025,385091.52493436413,321409.6195052265,129576.06192048098,-0.2650171951258533,0.5783890691951588
4,15,28.803771098125452,-0.7273975922858948,-0.2643106019727613,385.53336870001,474.4288042248467,16705.84605177477,76791.7637913667,347986.27615470707,129569.40787439479,-0.2650171951258533,2.6423003618917855
5,15,4859.38720298379,-0.749378158015558,2.14919757770364,349.11540369198065,431.58605351890924,19582.223130719627,607960.5357191144,580457.6843493015,129602.67810482571,-0.2650171951258533,-0.07720627994619887
6,15,34667.45870492374,-0.7465001566225161,2.29569835768751,335.1531775291975,141.8565422520495,21352.787889950057,426413.0798801179,834852.6242462797,129602.67810482571,-0.2650171951258533,-0.07720627990467802
7,15,2616.0201910783535,-0.7411246964077972,1.6229664245746622,363.8361435483427,541.830404544941,19842.44716917171,440901.22489092825,783644.14037253,129602.67810482571,-0.22463362253524707,-0.07720627998778765
8,15,14804.313287011017,-0.7469676874428778,2.452878154714194,330.08240150823514,733.2163288953815,20156.930565914285,435790.5507019055,758457.7956675189,129602.67810482571,-0.2650171951258533,-0.07720627991374032
9,15,33011.64019613639,-0.7487549582082433,2.491423556497535,331.47131091889526,391.5562105864382,21230.672062171794,687057.4635202796,586340.3915363047,129602.67810482571,-0.2650171951258533,-0.07720627990501089
10,15,19404.55099892425,-0.7490606991569365,2.5952768471239844,329.3148147467235,984.3224512777173,20492.713234943756,769340.2661405759,1082207.6030834015,129602.67810482571,-0.2650171951258533,-0.07720627990998846
