client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,19,45663.963075781634,-0.7463138280688802,2.3211922947070347,333.3749865745636,795.8576235232665,22576.542240651175,1015638.7313243527,1051138.551191387,129622.64024308427,-0.22463362253524707,-0.07720627990305344
2,19,11783.112177227653,-0.7461537752050365,2.0959728334142573,339.7127591738493,693.5110523498734,22555.486798417383,965679.2836398238,723507.1214103096,129622.64024308427,-0.2650171951258533,-0.07720627991781827
3,19,65.52555254300611,-0.7616397100356196,0.9509041619987536,368.52274814405206,135.4734051086675,18539.218564099046,95319.14294786115,306638.5596558932,129582.71596656716,-0.2650171951258533,0.5783890691951596
4,19,28.803771098125452,-0.7273975922858948,-0.7828683546901491,434.13516033991436,451.92554131165235,18584.886498753265,91791.92439810888,350172.2001367629,129582.71596656716,-0.2650171951258533,6.915810807048544
5,19,4859.38720298379,-0.749378158015558,1.525698122217651,363.8361435483427,418.71159049022884,22097.50224394384,146681.8926360548,477542.45451765717,129622.64024308427,-0.2650171951258533,-0.07720627994619887
6,19,34667.45870492374,-0.7465001566225161,2.048033398261154,342.7347686683233,124.32996235368323,24388.974054296068,721248.7272041686,868051.3447237529,129622.64024308427,-0.2650171951258533,-0.07720627990467609
7,19,2616.0201910783535,-0.7411246964077972,1.7778195984333665,357.14100157505345,592.6791238051298,22085.10994006782,773398.4638268499,566538.4919341517,129622.64024308427,-0.2650171951258533,-0.07720627998778765
8,19,14804.313287011017,-0.7469676874428778,2.272124627455359,335.9014449133007,757.1260458565229,22734.587143903314,620580.7719818034,667894.6436315357,129622.64024308427,-0.2650171951258533,-0.07720627991374032
9,19,33011.64019613639,-0.7487549582082433,1.977382998598337,343.856439727518,390.9070780543333,23885.751853497335,708969.8346721008,560736.1495994299,129615.98619699808,-0.2650171951258533,-0.07720627990501283
10,19,19404.55099892425,-0.7490606991569365,1.770532230377072,352.7921601835621,1022.6212739767956,23397.102084108363,348956.4983399934,671519.0984694298,129622.64024308427,-0.2650171951258533,-0.07720627990998846
