client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,16,45663.963075781634,-0.7463138280688802,2.3033128182429703,334.8779350632052,801.6998168361564,21328.11802575243,863096.010817862,684899.8463742937,129609.3321509119,-0.2650171951258533,-0.07720627990305441
2,16,11783.112177227653,-0.7461537752050365,2.033664082558669,343.678002724842,645.2588633793183,20754.40025371454,381071.25432927016,389727.7804297001,129609.3321509119,-0.2650171951258533,-0.0772062799178173
3,16,65.52555254300611,-0.7616397100356196,1.5704277844550272,324.78112263212097,159.16674450536928,16849.920927277784,10997.75971413283,182016.78322302512,129576.06192048098,-0.2650171951258533,0.5783890691951596
4,16,28.803771098125452,-0.7273975922858948,-0.5583509571528279,434.13516033991436,527.3331100650877,16892.619872461702,466691.640093418,390957.3626696065,129576.06192048098,-0.2650171951258533,6.915810807048544
5,16,4859.38720298379,-0.749378158015558,2.1097078740966206,343.40734893688466,387.98598141804,20342.58563694574,30681.914846621305,303737.38848853234,129609.3321509119,-0.2650171951258533,-0.07720627994619887
6,16,34667.45870492374,-0.7465001566225161,2.4742564148094317,330.43572971692384,202.44225029988252,22327.66347114114,834442.1009862723,668127.7017031519,129609.3321509119,-0.2650171951258533,-0.07720627990467704
7,16,2616.0201910783535,-0.7411246964077972,1.8485796609920389,359.9306310279068,562.8190248294857,20205.53880415019,143922.69748020024,329237.15611744125,129609.3321509119,-0.2650171951258533,-0.07720627998778765
8,16,14804.313287011017,-0.7469676874428778,2.6807007666500913,325.93999848424653,703.7889849579337,20835.5956614022,1312323.3238559344,966522.3982242323,129609.3321509119,-0.22463362253524707,-0.07720627991374032
9,16,33011.64019613639,-0.7487549582082433,2.4476380380681375,329.0385033273254,367.75468244782013,22066.263311256374,6484.43705369713,279402.91121770465,129602.67810482571,-0.2650171951258533,-0.07720627990501089
10,16,19404.55099892425,-0.7490606991569365,2.0220505606655816,345.41786778907056,772.8134167392767,21376.75494987694,1075354.9206424702,748765.7944823741,129609.3321509119,-0.2650171951258533,-0.07720627990998846
