client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean,classification_score,class_label
1,16,13679.0,0.06352762877941132,0.6426005363464355,77.30828523635864,74.1900000013411,6091.251712,91027.0,85224.0,38957.0,0.0,0.09999999999992686,8,1
2,16,3530.0,0.06357087939977646,0.5917438268661499,79.32011485099792,59.730000000447035,5927.411712,40190.0,48495.0,38957.0,0.0,0.09999999999971575,3,0
3,16,20.0,0.05938616022467613,0.5043758153915405,75.0,14.799999997019768,4812.386304,1160.0,22649.0,38947.0,0.0,0.10937499994609375,1,0
4,16,9.0,0.06863930821418762,0.1028805822134018,100.0,48.82999999821186,4824.580096,49220.0,48648.0,38947.0,0.0,0.19999999985333333,5,0
5,16,1456.0,0.0626995638012886,0.6060859560966492,79.25823926925659,35.94999999925494,5809.80736,3236.0,37795.0,38957.0,0.0,0.09999999999930989,2,0
6,16,10385.0,0.0634772777557373,0.6748411059379578,76.29272937774658,18.799999997019768,6376.697856,88005.0,83137.0,38957.0,0.0,0.09999999999990365,7,1
7,16,784.0,0.06492987275123596,0.5568362474441528,83.03571343421936,52.10999999940395,5770.67008,15179.0,40968.0,38957.0,0.0,0.09999999999871517,3,0
8,16,4435.0,0.06335093826055527,0.7137772440910339,75.26493668556213,65.13999999966472,5950.599168,138405.0,120267.0,38957.0,0.01,0.09999999999977405,7,1
9,16,9889.0,0.06286796927452087,0.6698207855224609,75.97330212593079,34.07999999821186,6302.048256,684.0,34767.0,38955.0,0.0,0.09999999999989888,4,0
10,16,5813.0,0.06278534978628159,0.5895534753799438,79.71787452697754,71.52000000327826,6105.141248,113413.0,93171.0,38957.0,0.0,0.0999999999998277,6,1
