23,0,1,0,0,0,0,0,4,0
0,37,0,0,0,0,0,0,0,1
4,0,22,0,3,0,3,0,1,0
0,0,1,27,2,10,5,0,1,0
0,0,1,1,28,1,0,0,0,0
0,0,0,5,1,29,2,1,0,0
0,0,0,1,0,0,37,0,0,0
1,0,3,0,3,2,0,37,0,0
0,0,0,0,0,0,0,0,47,0
1,1,0,0,0,0,0,0,0,36
