client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,5,45663.963075781634,-0.7463138280688802,4.841327493601241,256.43784734869337,804.2963471660937,13871.981459737917,709804.2304580638,657045.3885735378,129562.7538283086,-0.2650171951258533,-0.07720627990305441
2,5,11783.112177227653,-0.7461537752050365,5.579849263442442,236.98810976886753,661.4871780522608,13352.695161322123,688944.3358089912,423778.3683413569,129562.7538283086,-0.2650171951258533,-0.07720627991781633
3,5,65.52555254300611,-0.7616397100356196,6.891499666039397,215.42708492432757,139.58457818816476,11683.6641047981,2388.312286242882,166096.50598606686,129549.44573613623,-0.2650171951258533,2.919801042551081
4,5,28.803771098125452,-0.7273975922858948,6.157675386930177,239.7279937802969,427.3666916571922,11757.745412112492,400082.20377081126,252713.74377503007,129549.44573613623,-0.2650171951258533,0.06550834950598472
5,5,4859.38720298379,-0.749378158015558,7.192048055842962,185.08434713029052,396.7492713672232,12997.39174509906,11870.082581275865,266745.4469833739,129562.7538283086,-0.2650171951258533,-0.0772062799461979
6,5,34667.45870492374,-0.7465001566225161,5.1057244194776805,247.2487327913915,215.64127963491885,14030.270193043172,357492170.44391114,303292104.9389479,129562.7538283086,-0.2650171951258533,-0.07720627990467802
7,5,2616.0201910783535,-0.7411246964077972,7.948874364381443,165.21349405262373,526.5757887507629,12953.04336132053,366507.2551560995,331752.5759938511,129562.7538283086,-0.2650171951258533,-0.07720627998778765
8,5,14804.313287011017,-0.7469676874428778,6.370186909591112,215.87090916403452,727.4823243848631,13328.039640068797,903896.0683973889,781570.7271836682,129562.7538283086,-0.2650171951258533,-0.07720627991374032
9,5,33011.64019613639,-0.7487549582082433,5.553880963291277,247.25243502026058,389.60881290951636,14023.57203805463,479852.3372629238,537510.7072900865,129562.7538283086,-0.2650171951258533,-0.07720627990501089
10,5,19404.55099892425,-0.7490606991569365,5.302815505999198,247.5955690635422,803.2144595051095,13559.92202058221,457152.9791766148,649177.6695351824,129562.7538283086,-0.2650171951258533,-0.07720627990998749
