client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,14,45663.963075781634,-0.7463138280688802,2.556229903508589,324.7411542035555,680.9611556678524,20227.928140203967,1198627.4162481942,905911.2266335512,129602.67810482571,-0.2650171951258533,-0.07720627990305441
2,14,11783.112177227653,-0.7461537752050365,2.573203633979794,330.5431204261615,624.3784317963865,19570.347172838443,3905.395533448159,289199.38671081525,129602.67810482571,-0.2650171951258533,-0.0772062799178173
3,14,65.52555254300611,-0.7616397100356196,1.3206316672816907,346.6519353880865,140.5582770266257,16111.80432766244,5555.223564783898,161660.36614012998,129569.40787439479,-0.22463362253524707,0.5783890691951596
4,14,28.803771098125452,-0.7273975922858948,-0.3249210000838883,385.53336870001,475.7270693696636,16141.279078200885,482071.07151196146,371854.63728230225,129569.40787439479,-0.2650171951258533,2.6423003618917855
5,14,4859.38720298379,-0.749378158015558,2.4188706478057536,336.19720607027864,390.149756699705,19231.064825399535,7224.015136709703,259263.47923596948,129602.67810482571,-0.2650171951258533,-0.0772062799461979
6,14,34667.45870492374,-0.7465001566225161,2.553226973144267,326.6449341473609,142.0729197358822,20867.69517074772,358362445.24867046,303540568.9527465,129602.67810482571,-0.2650171951258533,-0.07720627990467802
7,14,2616.0201910783535,-0.7411246964077972,1.631209787616441,366.0678575394391,543.9941797863024,19049.09589105342,9120.3691957163,228089.95303598914,129602.67810482571,-0.2650171951258533,-0.07720627998778765
8,14,14804.313287011017,-0.7469676874428778,2.7149411887004495,321.4030995094264,692.212787164753,19676.71444777427,726074.9482843403,638135.5388317091,129596.02405873954,-0.22463362253524707,-0.07720627991374032
9,14,33011.64019613639,-0.7487549582082433,2.396345193727934,331.1174351974865,366.02366225473094,20767.782220747325,36010.66975242984,284940.0495398976,129596.02405873954,-0.2650171951258533,-0.07720627990501283
10,14,19404.55099892425,-0.7490606991569365,2.3207507988410105,334.43166005227505,870.6160597445968,20070.184438782155,996921.7167619575,643423.5461118295,129602.67810482571,-0.2650171951258533,-0.07720627990998846
