client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,20,13679.0,0.06352762877941132,0.5688732266426086,79.90350127220154,74.2800000011921,6700.05248,99420.0,114029.0,38961.0,0.0,0.09999999999992686
2,20,3530.0,0.06357087939977646,0.5168379545211792,82.80453085899353,57.58000000193715,6673.85856,612.0,29810.0,38961.0,0.0,0.09999999999971575
3,20,20.0,0.05938616022467613,0.34603434801101685,85.00000238418579,16.719999998807907,5333.393408,17428.0,38680.0,38949.0,0.0,0.10937499994609375
4,20,9.0,0.06863930821418762,0.057923443615436554,100.0,47.21999999880791,5335.752704,9274.0,33988.0,38949.0,0.0,0.19999999985333333
5,20,1456.0,0.0626995638012886,0.5159216523170471,83.10439586639404,35.55000000074506,6513.729536,381.0,29208.0,38961.0,0.0,0.0999999999993099
6,20,10385.0,0.0634772777557373,0.5326030850410461,81.73326849937439,18.019999995827675,7157.989376,34684.0,68004.0,38961.0,0.0,0.09999999999990365
7,20,784.0,0.06492987275123596,0.3852173984050751,88.01020383834839,48.87999999895692,6497.636352,1218.0,34038.0,38961.0,0.0,0.09999999999871517
8,20,4435.0,0.06335093826055527,0.5420368909835815,81.55580759048462,63.83999999985099,6731.173888,31784.0,64949.0,38961.0,0.0,0.09999999999977405
9,20,9889.0,0.06286796927452087,0.6384007334709167,77.30811834335327,34.12000000476837,7086.247936,1846.0,34291.0,38961.0,0.0,0.09999999999989885
10,20,5813.0,0.06278534978628159,0.5446175336837769,81.1457097530365,79.89000000059605,6924.599296,74593.0,68549.0,38961.0,0.0,0.09999999999982771
