client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,7,45663.963075781634,-0.7463138280688802,3.997012632399408,285.2492963528163,751.283852543633,15160.408146292008,1146932.8045996744,856727.9370372945,129569.40787439479,-0.2650171951258533,-0.07720627990305441
2,7,11783.112177227653,-0.7461537752050365,5.282438433379667,245.29033193574992,676.4172275400829,14732.558117794752,12211.426311897052,262879.89758863545,129569.40787439479,-0.22463362253524707,-0.0772062799178173
3,7,65.52555254300611,-0.7616397100356196,3.264206606461505,368.52274814405206,131.25404336786082,12656.015327792215,5953.457917175283,159659.2813183215,129556.09978222242,-0.2650171951258533,2.919801042551079
4,7,28.803771098125452,-0.7273975922858948,1.3505904959226784,385.53336870001,537.2864764171713,12704.609223083824,492956.14381065936,409039.4544329362,129556.09978222242,-0.2650171951258533,2.6423003618917855
5,7,4859.38720298379,-0.749378158015558,4.557028806331114,276.11256051240167,400.10312301148525,14342.430032808987,9035.033263061003,253292.37071145664,129569.40787439479,-0.22463362253524707,-0.0772062799461979
6,7,34667.45870492374,-0.7465001566225161,4.904964208400303,259.8004879711572,308.35905080288774,15652.85879592073,775693.0522382479,530872.5704916375,129569.40787439479,-0.2650171951258533,-0.07720627990467802
7,7,2616.0201910783535,-0.7411246964077972,4.450847312379684,281.82061526749766,521.1663505667522,14283.164986957472,19019.337383730734,230661.628308996,129569.40787439479,-0.2650171951258533,-0.07720627998778765
8,7,14804.313287011017,-0.7469676874428778,4.4668416615417925,271.3986063527228,749.3364548112938,14840.417058937874,730597.7527150711,664503.2468652579,129569.40787439479,-0.2650171951258533,-0.07720627991374032
9,7,33011.64019613639,-0.7487549582082433,4.387921668230983,270.2091480043759,378.8981252028044,15714.34699813889,9234.150439256695,261433.33024756904,129569.40787439479,-0.2650171951258533,-0.07720627990501089
10,7,19404.55099892425,-0.7490606991569365,4.378419236090966,275.1363192604727,823.0130033867537,14909.191476860919,998154.3469003118,698505.6158655458,129569.40787439479,-0.22463362253524707,-0.07720627990998749
