client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,timestamp,confusion_mean,classification_score,class_label
8,1,0.0,1.0,0.7093442387446542,0.1571887660156643,0.0184711084790772,0.0,0.0305150701070124,0.1010724069511632,0.0,0.0,2025-08-10 13:00:44,0.06995884773662552,3,0
10,1,0.5384672785613014,0.1372283754910264,0.7574814620642841,0.1572066836532768,0.0550536360377921,0.0236831515133849,0.2416006949712759,0.3814208043351856,0.0,0.0,2025-08-10 13:00:48,0.11591346153846152,7,1
7,1,0.2526677113648235,0.1359598869250541,0.9694304146652248,0.0235247249891026,0.0821149736593258,0.0161435547642008,0.1979864873307569,0.3036068600475959,0.0,0.0,2025-08-10 13:00:48,0.09835260115606935,5,0
3,1,0.2123722110290276,0.3645455145047961,1.0,0.0387572379105974,0.2402936758142373,0.0154366796138988,0.1773307271910486,0.2261226104627115,0.0,0.0,2025-08-10 13:00:48,0.10298561151079136,6,0
9,1,0.0333557197224087,0.0,0.75093078774418,0.0,0.088610541021041,0.0109958356713654,0.04551526348515,0.1646435400818841,0.0,0.0,2025-08-10 13:00:48,0.1288888888888889,4,0
6,1,0.0989478397134542,0.0316217173832049,0.7699340784886114,0.0496831374180899,0.1611196919338128,0.0143731280561419,0.368385352052337,0.5462441778912727,0.0,0.0,2025-08-10 13:00:49,0.12551401869158876,6,0
1,1,0.4363107230803671,0.3436254231490662,0.7126676794365404,0.0871276989786297,0.0550747942312681,0.0169123725823129,0.2151733411874607,0.4466943610216939,0.0,0.0,2025-08-10 13:00:48,0.10075601374570445,6,0
5,1,0.4663084844414596,0.1408865922138942,0.8759358578213796,0.1103394811769838,0.0865581956292222,0.0172253247536665,0.231729484810891,0.2724417189682354,0.0,0.0,2025-08-10 13:00:49,0.12893004115226334,6,0
4,1,0.6799492575180957,0.2619651296021036,0.6831347727459243,0.187854022690709,0.2055942280433741,0.0223718292843881,0.0150180436677585,0.1403300543696537,0.0,0.0,2025-08-10 13:00:49,0.11228782287822875,5,0
2,1,1.0,0.2361858220710851,0.5583585461901298,0.3076524645410813,0.2576857160900692,0.0281689342541333,0.128813640001309,0.2616996661091829,0.0,0.0,2025-08-10 13:00:49,0.1549422632794457,7,1
8,2,0.0,1.0,0.7746603930907137,0.0275254986171845,0.0059031377631016,0.0167139941037058,0.011379559633355,0.0335089706931381,0.032258064516129,0.0,2025-08-10 13:01:01,0.0699588477366255,3,0
9,2,0.0333557197224087,0.0,0.7849924993575733,0.0736342069282019,0.0508854706658446,0.0372141831705415,0.2217184473818087,0.2244201869069242,0.032258064516129,1.0,2025-08-10 13:01:04,0.0946938775510204,5,0
6,2,0.0989478397134542,0.0316217173832049,0.7511325563923316,0.0619929486130775,0.1040348687095008,0.0381275338802101,0.0804125796941055,0.1678565648209757,0.032258064516129,0.0,2025-08-10 13:01:04,0.1413684210526316,5,0
7,2,0.2526677113648235,0.1359598869250541,0.8054712185882994,0.1268400159511317,0.0550324778364341,0.0445626888138019,0.0936396443032288,0.2591879919194825,0.032258064516129,0.0,2025-08-10 13:01:03,0.11775086505190309,5,0
3,2,0.2123722110290276,0.3645455145047961,0.8072519999288452,0.0803328249634767,0.170260034277093,0.0421785033841749,0.1215783226082843,0.2749893598527763,0.032258064516129,0.0,2025-08-10 13:01:04,0.10722846441947563,6,0
10,2,0.5384672785613014,0.1372283754910264,0.6235022503252267,0.2311092035095216,0.0289021010096252,0.0566609420305697,0.005134933314293,0.0873810851151833,0.032258064516129,0.0,2025-08-10 13:01:03,0.12238578680203041,4,0
5,2,0.4663084844414596,0.1408865922138942,0.6410656673677624,0.1694391090476868,0.0522607536457359,0.0460780574779375,0.0379288903962466,0.0888437307053668,0.032258064516129,0.0,2025-08-10 13:01:04,0.10155591572123175,3,0
1,2,0.4363107230803671,0.3436254231490662,0.7386217594117149,0.144264450470037,0.0238664494529384,0.0437043982532977,0.2427520386518271,0.3637431738210417,0.032258064516129,1.0,2025-08-10 13:01:04,0.11798792756539232,7,1
4,2,0.6799492575180957,0.2619651296021036,0.5308595632996796,0.2910775493996125,0.1368723948958407,0.0507678866538247,0.1199003953839151,0.1912109386707908,0.032258064516129,0.0,2025-08-10 13:01:04,0.1131226765799256,7,1
