client_rank,round,data_size,data_variance,local_loss,local_accuracy,cpu_time,ram_used_mb,net_sent_bytes,net_recv_bytes,gpu_mem_used_mb,gpu_load,confusion_mean
1,3,13679.0,0.06352762877941132,1.3789266347885132,49.72585737705231,77.57000000029802,3557.617664,132049.0,123867.0,38941.0,0.0,0.09999999999992683
2,3,3530.0,0.06357087939977646,2.0796430110931396,29.490086436271667,68.57999999821186,3421.26592,298.0,36222.0,38941.0,0.0,0.09999999999971579
3,3,20.0,0.05938616022467613,2.3161187171936035,20.000000298023224,21.780000001192093,3068.420096,1004.0,22645.0,38939.0,0.0,0.1428571427867347
4,3,9.0,0.06863930821418762,2.482680559158325,0.0,49.12999999523163,3080.175616,49477.0,53630.0,38939.0,0.01,0.13888888878703703
5,3,1456.0,0.0626995638012886,2.320693016052246,17.307692766189575,40.32000000029802,3312.156672,875.0,40826.0,38941.0,0.0,0.0999999999993099
6,3,10385.0,0.0634772777557373,1.4028085470199585,49.205586314201355,21.109999991953373,3597.508608,86003.0,76919.0,38941.0,0.0,0.09999999999990364
7,3,784.0,0.06492987275123596,2.3223395347595215,17.602041363716125,53.57999999821186,3304.423424,1778.0,40951.0,38941.0,0.0,0.09999999999871517
8,3,4435.0,0.06335093826055527,1.9561949968338013,29.289740324020386,74.83000000054017,3443.95776,147645.0,130898.0,38941.0,0.0,0.09999999999977403
9,3,9889.0,0.06286796927452087,1.4943382740020752,46.121954917907715,39.32000000029802,3557.281792,694.0,41001.0,38941.0,0.0,0.09999999999989888
10,3,5813.0,0.06278534978628159,1.7039135694503784,40.65026640892029,84.32000000029802,3467.390976,154858.0,139840.0,38941.0,0.0,0.09999999999982773
